1,Summit Technology Academy,Facebook,https://www.facebook.com/sta.lsr7?scrlybrkr=f68709b5
2,Elaine Metcalf,Twitter,https://twitter.com/STAdirector
3,Jeremy Bonnesen,Twitter,https://twitter.com/STAexcels
4,Lisa Oyler,Twitter,https://twitter.com/loyler
5,Summit Technology Academy,YouTube,https://www.youtube.com/channel/UCTIF_k6zYmZEZOZDBFNo6tQ
6,STA Digital Media,Instagram,https://www.instagram.com/digitalmediaacademy/?hl=en
7,STA Digital Media,Twitter,https://twitter.com/stadigitalmedia
